description,Degree,School,School2,Master_A_Etranger,Double_Diplome,Certificats,Job1,Company_job1,Job2,Company_job2,Job3,Company_job3,Company_job4,Stage1,Stage2,Stage3,Stage4,Stage5,Skills,Specialité,Entreprises,Entreprise_Ds,EntrepriseSpec
vide,Frontend Engineer | Game developer,Esprit,vide,vide,0.0,vide,Unity Developer,Incept Solutions,Game Developer,Advyteam,vide,,,Devolution,Creative Digital Lab,vide,vide,vide,"Unity3D , Swift , Android Development , Web Development ,  Java ,Kotlin , SQLite , MySQL  , MongoDB , PHP ",SIM,"Incept Solutions,Advyteam,vide,vide",inceptsolutionsadvyteamdevolutioncreativedigitallab,InceptSolutionsAdvyteam
vide,Civil engineer,Esprit,"
IPEIN - Institut Préparatoire aux Études d'Ingénieur de Nabeul",vide,0.0,Certificate of competency - Fundamentals Of Deep Learning For Computer Vision NVIDIA / Autodesk Certificate of completion - REVIT STRUCTURE - INTERMEDIATE,Civil Engineer,SBI & SMS,vide,,vide,,,LCI,Le consultant ingénierie,vide,vide,vide,"AutoCAD  , Revit , Cubase , Autodesk Robot Structural Analysis , Ableton Live ,  ArcGIS Pro , 
ArcGIS Products , arche , CSiBridge",Génie Civil,"SBI & SMS,vide,vide,vide",sbismslcileconsultantingenierie,SBISMS
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Je suis passionné par le web et les nouvelles technologies, je suis actuellement à la recherche d'un stage PFE afin de préparer mon mémoire de fin d'étude et pour développer mes compétences professionnellles.",Développeur full stack JS,Esprit,Institut Supérieur des Etudes Technologiques de Beja ( ISET Beja ),vide,0.0,vide,"
Développeur Full Stack JS",Breakpoint Technology Tunisia,vide,,vide,,,Breakpoint Technology Tunisia,,vide,vide,vide,"Flutter , Angular  , Android ,  Java , IOS, Node.js , JavaSCript ,PHP , HTML , Python , Java EE , Swift , React.js , Jenkins , Docker ,  Kotlin , React Native , Dart",Génie Logiciel,"Breakpoint Technology Tunisia,vide,vide,vide",breakpointtechnologytunisiabreakpointtechnologytunisia,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
Je suis ingénieur informatique spécialisée en génie logiciel et diplômée de l'Ecole supérieure privée d'ingénierie et des technologies(ESPRIT) Je suis à la recherche d'une offre d'emploi dans le domaine du web.,.NET Developer,Esprit,IPEIB -institut préparatoire aux études d'ingénieurs de bizerte,vide,0.0,vide,.NET Developer,"SOFTIC ""Software Intelligence Company""​",vide,,vide,,,Progress Engineering,LEONI,Cnam (Caisse nationale de l’Assurance Maladie),vide,vide,"Flutter , Angular  , Android ,  Java , IOS, Node.js , JavaSCript ,PHP , HTML , Python , Java EE , Swift , React.js , Jenkins , Docker ,  Kotlin , React Native , Dart",Génie Logiciel,"SOFTIC ""Software Intelligence Company""​,vide,vide,vide",softicsoftwareintelligencecompany progressengineeringleoni,SOFTICSoftwareIntelligenceCompany
"Ingénieur en informatique spécialisé en business intelligence, Data engineering et l'analyse des données.",vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Passionnée par les nouvelles technologies, j’ai intégré ESPRIT à Tunis,
pour découvrir et approfondir mes connaissances relatives au domaine de la DATA.

Ayant un fort attrait par le domaine du Big Data et du Data Analyst, j’ai effectué mon stage fin d'etudes chez LEGRAND france ce qui m’a permis d’approfondir mes compétences en traitement, intégration
et création de flux de données hautement distribuées dans un environnement big
data.

Durant mon cursus universitaire, j’ai travaillé sur plusieurs projets
qui avaient des Problématiques de traitement de données en volume, multi-sources,
multi-format et en temps Réel. Parallèlement à mes études, j’ai effectué plusieurs stages
dans le domaine de Data et le développement Web/mobile, ce qui m’a permis de renforcer
mes Connaissances. Ainsi, mon expérience à l’AIESEC m’a permis de forger mes
qualités de leadership, en gestion de projets et en ressources humaines.",Junior Data Analyst,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,Legrand,Amen Bank,vide,vide,vide,"Data Mining, Big Data,Data Warehouse , SQL Server Reporting Services (SSRS),SQL Server Integration Services (SSIS),Tableau,Microsoft SQL Server,R,Python , Talend , power bi , Data Warehouse , ETL , ERP

",ERP-BI,"vide,vide,vide,vide",legrandamenbank,vide
"Je suis étudiante en cycle d’ingénieur d’informations et de communications à l’école supérieure privée ESPRIT. Mes études se focalisent sur les outils pratiques et professionnels du dévelopement web.
En particulier, j’ai travaillé sur des applications web, desktop et mobile pour les deux modes frontend et backend.",PC&L Procurement Engineer - BMW Project,Esprit,vide,vide,0.0,Certificat en management de la qualité Spectrum Training Center,vide,Faurecia,vide,,vide,,,UBCI - GROUPE BNP PARIBAS,A.E.C. SRL,STELIA Aerospace,Mercedes-Benz,vide,"Système qualité,Management,SolidWorks,Contrôle qualité,Lean Manufacturing,SAP ERP,CATIA,INNOVATION ",Électromécanique,"Faurecia,vide,vide,vide",faureciaubcigroupebnpparibasaecsrl,Faurecia
"Diplômé de ESPRIT Je suis un ingénieur en électromécanique spécialité organisation et gestion industrielle, J'ai réalisé plusieurs stages dans le domaine électrique et industriel comme la mise en place de la TPM au sein d'Al Maaden et le management de la qualité au sein de Valeo.",Consultante fonctionnelle SAP MM/SD,Esprit,vide,vide,0.0,SAP MM training Udemy /SAP SD training Udemy / SAP S4 hana training Udemy/Introduction to Relational Database and SQL Coursera,vide,,vide,,vide,,,,,vide,vide,vide,"Testing,SAP ERP,Lean Manufacturing,Contrôle qualité,Métrologie,Ordonnancement, Assurance qualité,SQL,MATLAB,Négociations,planification et prévention de la production ,Audit 5s
",Électromécanique,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,vide,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Ingénieur en informatique et développeur web full-stack.
Je suis passionné par le développement web et les nouvelles technologies.",Ingénieur informatique,Esprit,vide,vide,0.0,vide,Ingénieur informatique,BFI Groupe,Développeur Web,Keyveille,Développeur web,Stb Invest SA,Atomicube,Stage Ouvrier Octopus,"Développeur Web - Projet de fin d'études
BnbSQUARE",vide,vide,vide,"Angular,MySQL,React.js,Java,MongoDB,php,HTML5,css3,JavaScript,jQuery",TWIN,"BFI Groupe,Keyveille,Stb Invest SA,Atomicube",bfigroupekeyveillestageouvrieroctopusdeveloppeurwebprojetdefindetudesbnbsquare,BFIGroupeKeyveille
"Je suis passionné du Digital et des nouvelles technologies , au cours de ma formation académique j'ai été déterminé à acquérir une maitrise des langages de programmation les plus courants ainsi qu'une excellente connaissance des différentes bases de données .",Software engineering student,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,Observatoire National des Maladies Nouvelles et Emergentes,vide,vide,"JavaEE, Conception de produit,Conception,web ,MongoDB,HTML5,SQL,AJAX,jQuery,NoSQL,MySQL",TWIN,"vide,vide,vide,vide",,vide
vide,DATA ANALYST,Esprit,vide,vide,0.0,"Nvidia deep learning institute certificate of competency NVIDIA Deep Learning Institute / Certificate of participation in a ""data science"" training IEEE  ",Data-analyst,Vekia,vide,,vide,,,Orange labs,Gfi Tunisie,vide,vide,vide,"MongoDB,R,SQL,MySQL , 
SQL Server Reporting Services (SSRS),SSAS,SQL Server Integration Services (SSIS),power bi,Talend,PostgreSQL,Python,ElasticSearch
kibana,dialogflow,chatbot,Apprentissage automatique,Exploration des données,Big Data,mongo db,Apache Kafka,Go,Traitement des données,Analyse de données",Data Science,"Vekia,vide,vide,vide",vekiaorangelabsgfitunisie,Vekia
vide,Étudiante ingénieure en 5 ème année Génie Logiciel,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"Flutter , Angular  , Android ,  Java , IOS, Node.js , JavaSCript ,PHP , HTML , Python , Java EE , Swift , React.js , Jenkins , Docker ,  Kotlin , React Native , Dart",Génie Logiciel,"vide,vide,vide,vide",,vide
vide,Back-end Developer,Esprit,vide,vide,0.0,vide,Back-end Developer,KICKBASE,Full-stack Developer,XaaSfarm GmbH,vide,,,.Net intern IGA Tunisie,"Web Development Intern
Tunisie Télécom",vide,vide,vide,"React.js,Architecture orientée services (SOA), Java EE  , HTML,java,php 5 ,css , SQL,NoSQL,JavaScript,Hibernate,MongoDB,jQuery,MySQL,PL/SQL,Bootstrap,AJAX , Oracle SQL Developer, Node.js, Python , J2EE Web Services ,React Native",TWIN,"KICKBASE,XaaSfarm GmbH,vide,vide",kickbasexaasfarmgmbhnetinternigatunisiewebdevelopmentinterntunisietelecom,KICKBASEXaaSfarmGmbH
vide,Actuarial Data Scientist,Esprit,vide,Institut du Risque et de l’Assurance du Mans,1.0,Python & Machine Learning for Financial Analysis Udemy,Quantitative Analyst ALM,Allianz,Assistant Actuary,ERM Partners TN,vide,,,GlobalNet Tunisie,,vide,vide,vide,"Python,Statistiques,Gestion des risques,R,Visual Basic pour Applications (VBA)  , Programmation SAS,Calculs actuariels , Deep learning, Machine Learning , NLP , Analyse des données ",Data Science - Actuariat,"Allianz,ERM Partners TN,vide,vide",allianzermpartnerstnglobalnettunisie,AllianzERMPartnersTN
"Je suis passionné par le développement logiciel, j'ai eu la chance de découvrir la vie professionnelle mais surtout de développer mon esprit de contact et mes qualités relationnelles.",Etudiant en génie logiciel,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,Mashtal Garden Centers,,vide,vide,vide,"java,Java Enterprise Edition,Angular , PHP,ASP.NET,MongoDB,SQL",Génie Logiciel,"vide,vide,vide,vide",mashtalgardencenters,vide
vide,Software Development Engineer,Esprit,vide,vide,0.0,vide,Software Development Engineer,WIFAK INTERNATIONAL BANK,vide,,vide,,,Banque Zitouna,I-Fintech Solutions,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,vide,vide,"Développement web,NodeJs ,JavaEE ,Java,JavaScript,HTML5,PHP,VHDL,InDesign,MySQL, Sony Vegas,Node-Red,MicroC,STM32,Adobe Animate,OpenCV",TWIN,"WIFAK INTERNATIONAL BANK,vide,vide,vide",wifakinternationalbankbanquezitounaifintechsolutions,WIFAKINTERNATIONALBANK
vide,Junior DevOps Engineer,Esprit,vide,vide,0.0,"Data Science OrientationData Science Orientation
Coursera",DevOps Engineer,Davidson consulting,DevOps Engineer,SOFTIFI,vide,,,SOFTIFI,Karizma Technology,株式会社 カラフルクローバー,vide,vide,"Linux,Jenkins,Kubernetes,Oracle Database,SQL,Laravel,Java,Swift ,MySQL ,jQuery, PL/SQL,AJAX, R,NoSQL, JavaServer Faces (JSF),ios , Docker Products,Ansible,Google Kubernetes Engine (GKE),DevOps",DEVOPS,"Davidson consulting,SOFTIFI,vide,vide",davidsonconsultingsoftifisoftifikarizmatechnology,DavidsonconsultingSOFTIFI
i'm finally a software engineer and i'm ready to start working as a full stack developer.,Junior Full stack Software Engineer,Esprit,vide,vide,0.0,vide,Design And Development Engineer,DATAHORIZON,"
IT Consultant",Vitalis,vide,,,network & computing resources,TI-Technology IT Dienstleistungen,MONOPRIX Tunisie,vide,vide,"SQL,Java,JavaScript  , NoSQL,ASP.NET,JavaEE,Network Administration",TWIN,"DATAHORIZON,Vitalis,vide,vide",datahorizonvitalisnetworkcomputingresourcestitechnologyitdienstleistungen,DATAHORIZONVitalis
"I am a Full Stack Javascript Developer with industry experience building websites and web applications. 
I'm specialized in JS, TS, NodeJS, React.(JS | NATIVE), GraphQL, Redux, Redux-Sagas, MongoDB, ...",Full Stack Javascript Developer,Esprit,vide,vide,0.0,vide,Full Stack Javascript Developer,ATS - Digital Dev,vide,,vide,,,ATS - Digital Dev,,vide,vide,vide,"JavaScript,Node.js,React.js,Software Development,Web Development,Service-Oriented Architecture (SOA),MongoDB, Django,MySQL,Oracle Database,PostgreSQL,PHP,HTML,jQuery,CSS,Docker,Express.js,Schema Definition (XSD),Microservices,Lodash.js",TWIN,"ATS - Digital Dev,vide,vide,vide",atsdigitaldevatsdigitaldev,ATSDigitalDev
vide,Chef de Projets Junior,Esprit,vide,vide,0.0,vide,Développeur web,TheCodingMachine,vide,,vide,,,TheCodingMachine,Technolera,vide,vide,vide,"React.js,Node.js,java Entreprise Edition , angularJS,MongoDB,JavaScript,Java,TypeScript , HTML5,PHP,ASP.NET,Architecture orientee services (SOA),Django,Python,MySQL,  JavaScript",TWIN,"TheCodingMachine,vide,vide,vide",thecodingmachinethecodingmachinetechnolera,TheCodingMachine
vide,Front-end Developer,Esprit,vide,vide,0.0,Python Developer Udemy / CCNA Esprit,Développeur front-end,Viatoile company,"Logo de TeleExcellence AG
Développeur front-end",TeleExcellence AG,vide,,,TriTUX Groupe,Arabsoftware,SONEDE,Banque Zitouna,vide,"JEE,python,Django,Big Data,Spring ,Spring Boot ,SQL,MySQL,UML,PHP,HTML5,Java Entreprise Edition, Angular,Docker,Java,Gestion d'equipe ,Application PHP, Outils UML,Analyses Big Data ",TWIN,"Viatoile company,TeleExcellence AG,vide,vide",viatoilecompanyteleexcellenceagtrituxgroupearabsoftware,ViatoilecompanyTeleExcellenceAG
"Ambitious & passionte Business Intelligence engineer always ready to DATA rock.
",Consultant MSBI,Esprit,vide,vide,0.0,Fundamentals of deep learning for computer vision NVIDIA,Consultant MSBI,Fuzyo Services,Consultant MSBI,Dqlick,Consultant en intelligence décisionnelle,the team consulting,,Banque Zitouna,alidade Tunisia,vide,vide,vide,"microsoft BI Suite ,Microsoft SQL Server , Power BI ,SQL,Bases de donnees ,Talend ,Outils d'ETL, Microsoft Power BI , ERP",ERP-BI,"Fuzyo Services,Dqlick,the team consulting,vide",fuzyoservicesdqlickbanquezitounaalidadetunisia,FuzyoServicesDqlick
"A hard-working and self-confident person with a very big passion for computer development and technology in general. Always want to keep every single detail very professional, either in main projects or side activities. Interested mainly in security, design, and video games development.
Very friendly and always enthusiastic, looking to succeed in what I love to do and where I can develop my current skill set further.",Développeur Android,Esprit,vide,vide,0.0,vide,Ingénieur Android,SoundCloud,Ingénieur en développement logiciel,Think-it,vide,,,DTT | apps - web - games,FIS,MonResto.tn,vide,vide,"Android , Swift (Programming Language) ,Ionic Framework , Gama Development ,Software Development ,Web Development ,HTML5,JavaScript,PL/SQL,Laravel,C#,HTML,.NET Framework ,AngularJS,Leadership,Symfony,SDL,Qt,Unity ",SIM,"SoundCloud,Think-it,vide,vide",soundcloudthinkitdttappswebgamesfis,SoundCloudThinkit
ihebeddine-benfraj.tn,Ingénieur en développement web full stack,Esprit,vide,vide,0.0,vide,Ingénieur en développement web full stack en mission chez Carrefour,Davidson consulting,Ingénieur en développement web full stack,Notion Edge,vide,,,Sofrecom Tunisie,VERMEG for Banking & Insurance Software,vide,vide,vide,"Angular,Node,Flask,Science des donnees , GitHub ,Java Entreprise Edition ,React.js,Machine Learning,MongoDB,ElasticSearch",TWIN,"Davidson consulting,Notion Edge,vide,vide",davidsonconsultingnotionedgesofrecomtunisievermegforbankinginsurancesoftware,DavidsonconsultingNotionEdge
vide,Élevé ingénieur en business intelligence,Esprit,vide,vide,0.0,"Fundamentals of Deep Learning for Computer VisionFundamentals of Deep Learning for Computer Vision
NVIDIA",vide,,vide,,vide,,,,,vide,vide,vide,"Ms Bi (SSIS,SSAS,SSRS) , Visualisation de donnees (Power Bi ,Talend ) ,Big Data (hadoop , hdfs ) ",ERP-BI,"vide,vide,vide,vide",,vide
"A highly knowledgeable and capable Web Developer with a detailed understanding of a range of technical, design and service topics. Able to take client requirements and convert them into feasible, high-quality websites and web/desktop applications. Uses effective communication skills to explain information to technical and non-technical users; meanwhile, possesses a logical approach and a key eye for detail to solve problems and test products rigorously, ensuring their security and user-friendliness. Currently sourcing further Web Development work.",Software Engineer | Full Stack Developer,Esprit,vide,vide,0.0,Zend php securityZend php security Zend by Perforce /NET C# 7.0 SkillValue,Software Engineer,Growmotely,Full Stack Engineer,Preferati Inc,Full Stack Developer,Societe Generale,Kuplr,ABC Hosting Ltd,,vide,vide,vide,"Node.js , Web Development , Service-Oriented Architecture (SOA) , Web Services ,Web Applications ,Software Development ,AJAX, jQuery ,JavaScript ,HTML5,Bootstrap,Java ,PHP,MySQL,SQL,MongoDB,NoSQL,Unified Modeling Language(UML),Rest API, JEE,Linux , Angular , Web Services API ,API Development ,Application Security ,SOLID,Doctrine,xUnit , Dependency Injection , Back-End Web Development , PostgreSQL,Microsoft SQL Server,Amazon Web Services(AWS) ",TWIN,"Growmotely,Preferati Inc,Societe Generale,Kuplr",growmotelypreferatiincabchostingltd,GrowmotelyPreferatiInc
